,Unnamed: 0,Unnamed: 0.1,postcode,age_0_14,age_15_24,age_25_34,age_35_44,age_45_54,age_55_64,age_65_74,age_75_84,age_85_plus,tot_P,both_par_os,both_par_aus,f_only_os,m_only_os,born_aus,born_os,diversity,suburb,lat,lon,diversity_std,age_diversity_std
855,855,855,3318,193,111,109,93,187,198,191,110,59,1267,0.09130060300000001,0.8225667529999999,0.049095607,0.037037037,0.9263067690000001,0.073693231,430.40310080000006,EDENHOPE,-37.036143,141.296235,0.002031285,0.9927012437995811
856,856,856,3318,193,111,109,93,187,198,191,110,59,1267,0.09130060300000001,0.8225667529999999,0.049095607,0.037037037,0.9263067690000001,0.073693231,430.40310080000006,CHARAM,-36.986424,141.510896,0.002031285,0.9927012437995811
857,857,857,3318,193,111,109,93,187,198,191,110,59,1267,0.09130060300000001,0.8225667529999999,0.049095607,0.037037037,0.9263067690000001,0.073693231,430.40310080000006,ULLSWATER,-36.928902,141.395927,0.002031285,0.9927012437995811
858,858,858,3319,47,26,13,43,54,82,38,31,10,344,0.045317221,0.885196375,0.039274923999999996,0.03021148,0.963525836,0.036474163999999996,60.24018127,BENAYEO,-36.843195,141.04584499999999,0.000284303,0.9680732502644586
859,859,859,3319,47,26,13,43,54,82,38,31,10,344,0.045317221,0.885196375,0.039274923999999996,0.03021148,0.963525836,0.036474163999999996,60.24018127,APSLEY,-36.967557,141.080748,0.000284303,0.9680732502644586
860,860,860,3319,47,26,13,43,54,82,38,31,10,344,0.045317221,0.885196375,0.039274923999999996,0.03021148,0.963525836,0.036474163999999996,60.24018127,BRINGALBERT,-36.843902,141.155059,0.000284303,0.9680732502644586
861,861,861,3321,359,141,167,242,255,178,129,50,10,1518,0.11226611199999999,0.776853777,0.058905059,0.051975052,0.9154437459999999,0.084556254,605.5031184999998,INVERLEIGH,-38.100967,144.05834299999995,0.002857668,0.9593691965920087
862,862,862,3321,359,141,167,242,255,178,129,50,10,1518,0.11226611199999999,0.776853777,0.058905059,0.051975052,0.9154437459999999,0.084556254,605.5031184999998,HESSE,-38.111995,143.855664,0.002857668,0.9593691965920087
863,863,863,3321,359,141,167,242,255,178,129,50,10,1518,0.11226611199999999,0.776853777,0.058905059,0.051975052,0.9154437459999999,0.084556254,605.5031184999998,WINGEEL,-38.06397,143.857655,0.002857668,0.9593691965920087
864,864,864,3322,20,19,17,14,21,36,22,23,0,175,0.109090909,0.854545455,0.018181818,0.018181818,0.943396226,0.056603774,45.38181818,CRESSY,-38.028752000000004,143.643643,0.00021417900000000002,0.9813213453899712
865,865,865,3323,14,6,8,4,12,20,22,7,3,92,0.051948052,0.9090909090000001,0.038961038999999996,0.0,0.9523809520000001,0.047619048,20.21428571,BERRYBANK,-37.991587,143.486027,9.54012e-05,0.9605033054756172
866,866,866,3323,14,6,8,4,12,20,22,7,3,92,0.051948052,0.9090909090000001,0.038961038999999996,0.0,0.9523809520000001,0.047619048,20.21428571,DUVERNEY,-38.014259,143.570355,9.54012e-05,0.9605033054756172
867,867,867,3323,14,6,8,4,12,20,22,7,3,92,0.051948052,0.9090909090000001,0.038961038999999996,0.0,0.9523809520000001,0.047619048,20.21428571,FOXHOW,-38.048885,143.46187700000004,9.54012e-05,0.9605033054756172
868,868,868,3324,79,49,38,48,75,94,79,53,13,529,0.111111111,0.823045267,0.04938271599999999,0.016460905,0.9227557409999999,0.07724425900000001,185.4320988,MOUNT BUTE,-37.879341,143.451114,0.000875146,0.987711576992673
869,869,869,3324,79,49,38,48,75,94,79,53,13,529,0.111111111,0.823045267,0.04938271599999999,0.016460905,0.9227557409999999,0.07724425900000001,185.4320988,MINGAY,-37.853522,143.320127,0.000875146,0.987711576992673
870,870,870,3324,79,49,38,48,75,94,79,53,13,529,0.111111111,0.823045267,0.04938271599999999,0.016460905,0.9227557409999999,0.07724425900000001,185.4320988,LISMORE,-37.953552,143.34368,0.000875146,0.987711576992673
871,871,871,3325,90,39,31,44,56,87,70,44,18,479,0.09456264800000001,0.825059102,0.035460992999999996,0.044917258,0.916666667,0.083333333,175.40425530000005,DERRINALLUM,-37.948485,143.219987,0.0008278189999999999,0.9836367509306577
872,872,872,3325,90,39,31,44,56,87,70,44,18,479,0.09456264800000001,0.825059102,0.035460992999999996,0.044917258,0.916666667,0.083333333,175.40425530000005,VITE VITE,-37.816618,143.157936,0.0008278189999999999,0.9836367509306577
873,873,873,3325,90,39,31,44,56,87,70,44,18,479,0.09456264800000001,0.825059102,0.035460992999999996,0.044917258,0.916666667,0.083333333,175.40425530000005,VITE VITE NORTH,-37.792922999999995,143.208666,0.0008278189999999999,0.9836367509306577
874,874,874,3325,90,39,31,44,56,87,70,44,18,479,0.09456264800000001,0.825059102,0.035460992999999996,0.044917258,0.916666667,0.083333333,175.40425530000005,LARRALEA,-38.021889,143.239049,0.0008278189999999999,0.9836367509306577
875,875,875,3328,385,172,194,257,274,235,151,32,10,1721,0.18864468899999998,0.6819291820000001,0.085470085,0.04395604400000002,0.872782875,0.127217125,1040.7600730000001,TEESDALE,-38.039758,144.04828500000005,0.004911861,0.960445013426339
876,876,876,3329,59,34,30,37,34,35,37,9,0,285,0.101449275,0.789855072,0.054347825999999995,0.054347825999999995,0.95970696,0.04029304,55.467391299999996,BARUNAH PARK,-38.02107,143.856658,0.000261778,0.9711816866148084
877,877,877,3329,59,34,30,37,34,35,37,9,0,285,0.101449275,0.789855072,0.054347825999999995,0.054347825999999995,0.95970696,0.04029304,55.467391299999996,SHELFORD,-38.013703,143.976087,0.000261778,0.9711816866148084
878,878,878,3330,52,17,16,32,27,25,29,14,3,217,0.105,0.86,0.02,0.015,0.964467005,0.035532995,35.3675,ROKEWOOD,-37.844281,143.677351,0.00016691700000000001,0.9683155426465352
879,879,879,3331,1525,686,722,954,732,616,455,190,96,5997,0.14544808,0.7395092459999999,0.062588905,0.05245377,0.9017238320000001,0.09827616800000001,2765.6089079999997,RUSSELLS BRIDGE,-38.016611,144.18178899999995,0.013052273999999999,0.9574602776994721
880,880,880,3331,1525,686,722,954,732,616,455,190,96,5997,0.14544808,0.7395092459999999,0.062588905,0.05245377,0.9017238320000001,0.09827616800000001,2765.6089079999997,SHE OAKS,-37.899687,144.133464,0.013052273999999999,0.9574602776994721
881,881,881,3331,1525,686,722,954,732,616,455,190,96,5997,0.14544808,0.7395092459999999,0.062588905,0.05245377,0.9017238320000001,0.09827616800000001,2765.6089079999997,SUTHERLANDS CREEK,-38.003845,144.217941,0.013052273999999999,0.9574602776994721
882,882,882,3331,1525,686,722,954,732,616,455,190,96,5997,0.14544808,0.7395092459999999,0.062588905,0.05245377,0.9017238320000001,0.09827616800000001,2765.6089079999997,MAUDE,-37.947695,144.16865900000005,0.013052273999999999,0.9574602776994721
883,883,883,3331,1525,686,722,954,732,616,455,190,96,5997,0.14544808,0.7395092459999999,0.062588905,0.05245377,0.9017238320000001,0.09827616800000001,2765.6089079999997,BANNOCKBURN,-38.046528,144.171067,0.013052273999999999,0.9574602776994721
884,884,884,3331,1525,686,722,954,732,616,455,190,96,5997,0.14544808,0.7395092459999999,0.062588905,0.05245377,0.9017238320000001,0.09827616800000001,2765.6089079999997,STEIGLITZ,-37.905086,144.18706799999995,0.013052273999999999,0.9574602776994721
885,885,885,3331,1525,686,722,954,732,616,455,190,96,5997,0.14544808,0.7395092459999999,0.062588905,0.05245377,0.9017238320000001,0.09827616800000001,2765.6089079999997,GHERINGHAP,-38.07663,144.23386499999995,0.013052273999999999,0.9574602776994721
886,886,886,3332,235,134,105,129,154,146,77,37,7,1014,0.166666667,0.715498938,0.059447982999999996,0.058386412,0.8763440859999999,0.123655914,575.6767516,LETHBRIDGE,-37.962809,144.13917800000004,0.0027169029999999997,0.9645329338867373
887,887,887,3333,171,80,68,119,125,127,105,30,7,825,0.17737789199999998,0.703084833,0.064267352,0.055269923,0.8758169929999999,0.124183007,475.71143960000006,MEREDITH,-37.84571500000001,144.076801,0.002245117,0.9705327555499745
888,888,888,3333,171,80,68,119,125,127,105,30,7,825,0.17737789199999998,0.703084833,0.064267352,0.055269923,0.8758169929999999,0.124183007,475.71143960000006,BAMGANIE,-37.924962,144.025575,0.002245117,0.9705327555499745
889,889,889,3334,105,59,39,74,90,102,56,31,9,565,0.17800000000000002,0.706,0.054000000000000006,0.062,0.875255624,0.12474437599999999,305.70799999999997,MOUNT DORAN,-37.72122,144.050734,0.001442787,0.9753553986681976
890,890,890,3334,105,59,39,74,90,102,56,31,9,565,0.17800000000000002,0.706,0.054000000000000006,0.062,0.875255624,0.12474437599999999,305.70799999999997,ELAINE,-37.777359999999994,144.028618,0.001442787,0.9753553986681976
891,891,891,3334,105,59,39,74,90,102,56,31,9,565,0.17800000000000002,0.706,0.054000000000000006,0.062,0.875255624,0.12474437599999999,305.70799999999997,BUNGAL,-37.710436,144.09454499999995,0.001442787,0.9753553986681976
892,892,892,3334,105,59,39,74,90,102,56,31,9,565,0.17800000000000002,0.706,0.054000000000000006,0.062,0.875255624,0.12474437599999999,305.70799999999997,CARGERIE,-37.804935,143.980293,0.001442787,0.9753553986681976
893,893,893,3335,1338,640,1485,962,590,459,283,87,9,5856,0.6068392220000001,0.276402796,0.076516153,0.040241829,0.602128064,0.39787193600000004,10471.99565,ROCKBANK,-37.729119,144.650778,0.049422517,0.9254710998502084
894,894,894,3335,1338,640,1485,962,590,459,283,87,9,5856,0.6068392220000001,0.276402796,0.076516153,0.040241829,0.602128064,0.39787193600000004,10471.99565,PLUMPTON,-37.68584,144.685449,0.049422517,0.9254710998502084
895,895,895,3337,8454,4851,5626,5062,4417,4081,2761,924,266,36454,0.36007013600000004,0.511129603,0.074028946,0.054771315999999994,0.757876243,0.242123757,40656.27341,MELTON,-37.683206,144.58315,0.19187702399999998,0.961152093154649
896,896,896,3337,8454,4851,5626,5062,4417,4081,2761,924,266,36454,0.36007013600000004,0.511129603,0.074028946,0.054771315999999994,0.757876243,0.242123757,40656.27341,TOOLERN VALE,-37.605843,144.589792,0.19187702399999998,0.961152093154649
897,897,897,3337,8454,4851,5626,5062,4417,4081,2761,924,266,36454,0.36007013600000004,0.511129603,0.074028946,0.054771315999999994,0.757876243,0.242123757,40656.27341,KURUNJANG,-37.675127,144.58855,0.19187702399999998,0.961152093154649
898,898,898,3337,8454,4851,5626,5062,4417,4081,2761,924,266,36454,0.36007013600000004,0.511129603,0.074028946,0.054771315999999994,0.757876243,0.242123757,40656.27341,MELTON WEST,-37.684849,144.560691,0.19187702399999998,0.961152093154649
899,899,899,3338,5636,2809,3936,3491,2599,2390,1658,610,266,23412,0.391569325,0.483217138,0.07276420900000001,0.052449327999999996,0.728865265,0.271134735,29331.362530000002,BROOKFIELD,-37.701172,144.54079199999995,0.138429179,0.9566461905320288
900,900,900,3338,5636,2809,3936,3491,2599,2390,1658,610,266,23412,0.391569325,0.483217138,0.07276420900000001,0.052449327999999996,0.728865265,0.271134735,29331.362530000002,MELTON SOUTH,-37.704322999999995,144.574818,0.138429179,0.9566461905320288
901,901,901,3338,5636,2809,3936,3491,2599,2390,1658,610,266,23412,0.391569325,0.483217138,0.07276420900000001,0.052449327999999996,0.728865265,0.271134735,29331.362530000002,EXFORD,-37.729898999999996,144.548212,0.138429179,0.9566461905320288
902,902,902,3338,5636,2809,3936,3491,2599,2390,1658,610,266,23412,0.391569325,0.483217138,0.07276420900000001,0.052449327999999996,0.728865265,0.271134735,29331.362530000002,EYNESBURY,-37.790039,144.56627,0.138429179,0.9566461905320288
903,903,903,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,BALLIANG,-37.882062,144.37868400000005,0.063056221,0.9765838986019201
904,904,904,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,BACCHUS MARSH,-37.675855,144.437663,0.063056221,0.9765838986019201
905,905,905,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,MADDINGLEY,-37.680437,144.421974,0.063056221,0.9765838986019201
906,906,906,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,ROWSLEY,-37.723940999999996,144.375232,0.063056221,0.9765838986019201
907,907,907,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,COIMADAI,-37.586714,144.458987,0.063056221,0.9765838986019201
908,908,908,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,BALLIANG EAST,-37.786546,144.46028,0.063056221,0.9765838986019201
909,909,909,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,MERRIMU,-37.619415999999994,144.50635,0.063056221,0.9765838986019201
910,910,910,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,LONG FOREST,-37.648056,144.505,0.063056221,0.9765838986019201
911,911,911,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,HOPETOUN PARK,-37.696301,144.49671,0.063056221,0.9765838986019201
912,912,912,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,GLENMORE,-37.713491,144.321688,0.063056221,0.9765838986019201
913,913,913,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,PARWAN,-37.705964,144.462452,0.063056221,0.9765838986019201
914,914,914,3340,4418,2631,2597,2880,2902,2538,2001,813,338,21121,0.200323265,0.66552177,0.078341247,0.055813719000000005,0.8649481929999999,0.135051807,13360.8022,DARLEY,-37.660314,144.44163400000005,0.063056221,0.9765838986019201
915,915,915,3341,314,220,136,237,301,222,178,32,6,1663,0.1957638,0.677150193,0.079589217,0.047496791,0.867227979,0.132772021,1025.77792,DALES CREEK,-37.519237,144.309955,0.0048411520000000005,0.9652066745868714
916,916,916,3341,314,220,136,237,301,222,178,32,6,1663,0.1957638,0.677150193,0.079589217,0.047496791,0.867227979,0.132772021,1025.77792,MYRNIONG,-37.60775200000001,144.318527,0.0048411520000000005,0.9652066745868714
917,917,917,3341,314,220,136,237,301,222,178,32,6,1663,0.1957638,0.677150193,0.079589217,0.047496791,0.867227979,0.132772021,1025.77792,KOROBEIT,-37.576312,144.34186,0.0048411520000000005,0.9652066745868714
918,918,918,3341,314,220,136,237,301,222,178,32,6,1663,0.1957638,0.677150193,0.079589217,0.047496791,0.867227979,0.132772021,1025.77792,PENTLAND HILLS,-37.643623999999996,144.36569599999999,0.0048411520000000005,0.9652066745868714
919,919,919,3341,314,220,136,237,301,222,178,32,6,1663,0.1957638,0.677150193,0.079589217,0.047496791,0.867227979,0.132772021,1025.77792,GREENDALE,-37.56319600000001,144.30524499999999,0.0048411520000000005,0.9652066745868714
920,920,920,3342,635,356,326,431,571,457,386,186,72,3441,0.190205371,0.6793048970000001,0.080884676,0.049605055,0.856010149,0.143989851,2270.766351,BLAKEVILLE,-37.50268300000001,144.203178,0.010716867,0.9833783415955555
921,921,921,3342,635,356,326,431,571,457,386,186,72,3441,0.190205371,0.6793048970000001,0.080884676,0.049605055,0.856010149,0.143989851,2270.766351,BEREMBOKE,-37.770748,144.21741699999995,0.010716867,0.9833783415955555
922,922,922,3342,635,356,326,431,571,457,386,186,72,3441,0.190205371,0.6793048970000001,0.080884676,0.049605055,0.856010149,0.143989851,2270.766351,BALLAN,-37.600159999999995,144.225458,0.010716867,0.9833783415955555
923,923,923,3342,635,356,326,431,571,457,386,186,72,3441,0.190205371,0.6793048970000001,0.080884676,0.049605055,0.856010149,0.143989851,2270.766351,INGLISTON,-37.64379,144.28928200000001,0.010716867,0.9833783415955555
924,924,924,3342,635,356,326,431,571,457,386,186,72,3441,0.190205371,0.6793048970000001,0.080884676,0.049605055,0.856010149,0.143989851,2270.766351,MOUNT WALLACE,-37.734514000000004,144.217919,0.010716867,0.9833783415955555
925,925,925,3342,635,356,326,431,571,457,386,186,72,3441,0.190205371,0.6793048970000001,0.080884676,0.049605055,0.856010149,0.143989851,2270.766351,FISKVILLE,-37.677991,144.22729099999995,0.010716867,0.9833783415955555
926,926,926,3342,635,356,326,431,571,457,386,186,72,3441,0.190205371,0.6793048970000001,0.080884676,0.049605055,0.856010149,0.143989851,2270.766351,BUNDING,-37.55795300000001,144.190143,0.010716867,0.9833783415955555
927,927,927,3342,635,356,326,431,571,457,386,186,72,3441,0.190205371,0.6793048970000001,0.080884676,0.049605055,0.856010149,0.143989851,2270.766351,DURDIDWARRAH,-37.812989,144.194393,0.010716867,0.9833783415955555
928,928,928,3342,635,356,326,431,571,457,386,186,72,3441,0.190205371,0.6793048970000001,0.080884676,0.049605055,0.856010149,0.143989851,2270.766351,COLBROOK,-37.53094,144.224945,0.010716867,0.9833783415955555
929,929,929,3345,240,105,98,165,216,171,133,28,11,1151,0.237511781,0.639019793,0.081055608,0.042412818,0.8409961690000001,0.15900383099999998,830.897738,GORDON,-37.594546,144.099862,0.003921417,0.9635492722287959
930,930,930,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,GOLDEN POINT,-37.57075,143.864955,0.142720152,0.9849407355366018
931,931,931,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,BALLARAT NORTH,-37.536899,143.862448,0.142720152,0.9849407355366018
932,932,932,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,BALLARAT WEST,-37.563608,143.862054,0.142720152,0.9849407355366018
933,933,933,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,MOUNT HELEN,-37.628465999999996,143.88028500000001,0.142720152,0.9849407355366018
934,934,934,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,BROWN HILL,-37.552458,143.902041,0.142720152,0.9849407355366018
935,935,935,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,BAKERY HILL,-37.568591999999995,143.864099,0.142720152,0.9849407355366018
936,936,936,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,EUREKA,-37.574981,143.86889299999999,0.142720152,0.9849407355366018
937,937,937,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,BALLARAT,-37.563318,143.86371499999996,0.142720152,0.9849407355366018
938,938,938,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,ALFREDTON,-37.556958,143.817225,0.142720152,0.9849407355366018
939,939,939,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,MOUNT CLEAR,-37.603114,143.868659,0.142720152,0.9849407355366018
940,940,940,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,LAKE WENDOUREE,-37.549965,143.84944099999996,0.142720152,0.9849407355366018
941,941,941,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,MOUNT PLEASANT,-37.581598,143.85273899999999,0.142720152,0.9849407355366018
942,942,942,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,BALLARAT EAST,-37.565618,143.886657,0.142720152,0.9849407355366018
943,943,943,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,NEWINGTON,-37.567867,143.793037,0.142720152,0.9849407355366018
944,944,944,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,BLACK HILL,-37.546532,143.875848,0.142720152,0.9849407355366018
945,945,945,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,SOVEREIGN HILL,-37.579026,143.864748,0.142720152,0.9849407355366018
946,946,946,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,CANADIAN,-37.584072,143.883055,0.142720152,0.9849407355366018
947,947,947,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,INVERMAY PARK,-37.528996,143.862585,0.142720152,0.9849407355366018
948,948,948,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,BALLARAT CENTRAL,-37.563039,143.85540500000005,0.142720152,0.9849407355366018
949,949,949,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,SOLDIERS HILL,-37.551158,143.859744,0.142720152,0.9849407355366018
950,950,950,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,NERRINA,-37.53748,143.890253,0.142720152,0.9849407355366018
951,951,951,3350,11030,8586,7938,7358,7523,7066,5327,2961,1357,59145,0.13949308300000002,0.763226697,0.057627365,0.039652856,0.890613131,0.109386869,30240.5644,REDAN,-37.572707,143.83985900000005,0.142720152,0.9849407355366018
952,952,952,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,CARNGHAM,-37.576056,143.57886399999995,0.016544305,0.9712885662219743
953,953,953,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,PIGGOREET,-37.728419,143.644442,0.016544305,0.9712885662219743
954,954,954,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,PITFIELD,-37.81160300000001,143.577695,0.016544305,0.9712885662219743
955,955,955,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,HAPPY VALLEY,-37.719294,143.609858,0.016544305,0.9712885662219743
956,956,956,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,HILLCREST,-37.619088,143.637236,0.016544305,0.9712885662219743
957,957,957,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,MININERA,-37.604862,142.95977299999996,0.016544305,0.9712885662219743
958,958,958,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,MOUNT EMU,-37.596868,143.416319,0.016544305,0.9712885662219743
959,959,959,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,SMYTHESDALE,-37.646169,143.683223,0.016544305,0.9712885662219743
960,960,960,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,BERRINGA,-37.770765999999995,143.683679,0.016544305,0.9712885662219743
961,961,961,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,BO PEEP,-37.527396,143.67861399999995,0.016544305,0.9712885662219743
962,962,962,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,CAPE CLEAR,-37.786818,143.612778,0.016544305,0.9712885662219743
963,963,963,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,NEWTOWN,-37.70637,143.664088,0.016544305,0.9712885662219743
964,964,964,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,CHEPSTOWE,-37.584632,143.516571,0.016544305,0.9712885662219743
965,965,965,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,HADDON,-37.592314,143.719153,0.016544305,0.9712885662219743
966,966,966,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,SMYTHES CREEK,-37.59682700000001,143.768269,0.016544305,0.9712885662219743
967,967,967,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,SCARSDALE,-37.668421,143.654685,0.016544305,0.9712885662219743
968,968,968,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,ILLABAROOK,-37.826653,143.645921,0.016544305,0.9712885662219743
969,969,969,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,SPRINGDALLAH,-37.746272999999995,143.631404,0.016544305,0.9712885662219743
970,970,970,3351,1678,946,731,1027,1301,1271,841,289,85,8168,0.127413635,0.7770918170000001,0.057664520999999996,0.037830027999999995,0.907152318,0.09284768199999999,3505.525483,STAFFORDSHIRE REEF,-37.752956,143.700798,0.016544305,0.9712885662219743
